constraint_catalog                      constraint_schema                       constraint_name                         table_catalog                           table_schema                            table_name                              column_name                             ordinal_position                        KeyType                                 index_name                              
TestSite                                dbo                                     IX_PE_PaymentLog_UserName               TestSite                                dbo                                     PE_PaymentLog                           UserName                                1                                       231                                     IX_PE_PaymentLog_UserName               
TestSite                                dbo                                     PK_PE_PaymentLog_PaymentLogID           TestSite                                dbo                                     PE_PaymentLog                           PaymentLogID                            1                                       56                                      PK_PE_PaymentLog_PaymentLogID           
TestSite                                dbo                                     IX_PE_PaymentType_OrderID               TestSite                                dbo                                     PE_PaymentType                          OrderID                                 1                                       56                                      IX_PE_PaymentType_OrderID               
TestSite                                dbo                                     PK_PE_PaymentType_TypeID                TestSite                                dbo                                     PE_PaymentType                          TypeID                                  1                                       56                                      PK_PE_PaymentType_TypeID                
TestSite                                dbo                                     PK_PE_PayPlatForm_PayPlatformID         TestSite                                dbo                                     PE_PayPlatForm                          PayPlatformID                           1                                       56                                      PK_PE_PayPlatForm_PayPlatformID         
TestSite                                dbo                                     PK_PE_PM_CommissionDetail               TestSite                                dbo                                     PE_PM_CommissionDetail                  ID                                      1                                       56                                      PK_PE_PM_CommissionDetail               
TestSite                                dbo                                     PK_PE_PM_GatheringDetail                TestSite                                dbo                                     PE_PM_GatheringDetail                   ID                                      1                                       56                                      PK_PE_PM_GatheringDetail                
TestSite                                dbo                                     PK_PE_PM_Promotion                      TestSite                                dbo                                     PE_PM_Promotion                         ID                                      1                                       56                                      PK_PE_PM_Promotion                      
TestSite                                dbo                                     PK_PE_PM_PromotionOrder                 TestSite                                dbo                                     PE_PM_PromotionOrder                    ID                                      1                                       56                                      PK_PE_PM_PromotionOrder                 
TestSite                                dbo                                     PK_PE_PM_RegisterPromotion              TestSite                                dbo                                     PE_PM_RegisterPromotion                 ID                                      1                                       56                                      PK_PE_PM_RegisterPromotion              
TestSite                                dbo                                     PK_PE_UserAccount                       TestSite                                dbo                                     PE_PM_UserAccount                       ID                                      1                                       56                                      PK_PE_UserAccount                       
TestSite                                dbo                                     PK_PE_PointLog_LogID                    TestSite                                dbo                                     PE_PointLog                             LogID                                   1                                       56                                      PK_PE_PointLog_LogID                    
TestSite                                dbo                                     PK_PE_Present                           TestSite                                dbo                                     PE_Present                              PresentID                               1                                       56                                      PK_PE_Present                           
TestSite                                dbo                                     IX_PE_PresentProjectBeginDate           TestSite                                dbo                                     PE_PresentProject                       BeginDate                               1                                       61                                      IX_PE_PresentProjectBeginDate           
TestSite                                dbo                                     IX_PE_PresentProjectEndDate             TestSite                                dbo                                     PE_PresentProject                       EndDate                                 1                                       61                                      IX_PE_PresentProjectEndDate             
TestSite                                dbo                                     IX_PE_PresentProjectMaxMoney            TestSite                                dbo                                     PE_PresentProject                       MaxMoney                                1                                       60                                      IX_PE_PresentProjectMaxMoney            
TestSite                                dbo                                     IX_PE_PresentProjectMinMoney            TestSite                                dbo                                     PE_PresentProject                       MinMoney                                1                                       60                                      IX_PE_PresentProjectMinMoney            
TestSite                                dbo                                     PK_PE_PresentProject_ProjectID          TestSite                                dbo                                     PE_PresentProject                       ProjectID                               1                                       56                                      PK_PE_PresentProject_ProjectID          
TestSite                                dbo                                     PK_PE_Process_Roles                     TestSite                                dbo                                     PE_Process_Roles                        FlowID                                  1                                       56                                      PK_PE_Process_Roles                     
TestSite                                dbo                                     PK_PE_Process_Roles                     TestSite                                dbo                                     PE_Process_Roles                        ProcessID                               2                                       56                                      PK_PE_Process_Roles                     
TestSite                                dbo                                     PK_PE_Process_Roles                     TestSite                                dbo                                     PE_Process_Roles                        RoleID                                  3                                       56                                      PK_PE_Process_Roles                     
TestSite                                dbo                                     PK_PE_ProcessStatusCode                 TestSite                                dbo                                     PE_ProcessStatusCode                    FlowID                                  1                                       56                                      PK_PE_ProcessStatusCode                 
TestSite                                dbo                                     PK_PE_ProcessStatusCode                 TestSite                                dbo                                     PE_ProcessStatusCode                    ProcessID                               2                                       56                                      PK_PE_ProcessStatusCode                 
TestSite                                dbo                                     PK_PE_ProcessStatusCode                 TestSite                                dbo                                     PE_ProcessStatusCode                    StatusCode                              3                                       56                                      PK_PE_ProcessStatusCode                 
TestSite                                dbo                                     IX_PE_Producer_Postcode                 TestSite                                dbo                                     PE_Producer                             Postcode                                1                                       231                                     IX_PE_Producer_Postcode                 
TestSite                                dbo                                     PK_PE_Producer_ProducerID               TestSite                                dbo                                     PE_Producer                             ProducerID                              1                                       56                                      PK_PE_Producer_ProducerID               
TestSite                                dbo                                     PK_PE_ProductData                       TestSite                                dbo                                     PE_ProductData                          ID                                      1                                       56                                      PK_PE_ProductData                       
TestSite                                dbo                                     PK_PE_ProductPrice                      TestSite                                dbo                                     PE_ProductPrice                         ID                                      1                                       56                                      PK_PE_ProductPrice                      
TestSite                                dbo                                     PK_PE_Provider                          TestSite                                dbo                                     PE_Provider                             ProviderID                              1                                       56                                      PK_PE_Provider                          
TestSite                                dbo                                     PK_PE_RedirectCategory_CategoryID       TestSite                                dbo                                     PE_RedirectCategory                     CategoryID                              1                                       56                                      PK_PE_RedirectCategory_CategoryID       
TestSite                                dbo                                     PK_PE_RedirectUrl_ID                    TestSite                                dbo                                     PE_RedirectUrl                          ID                                      1                                       56                                      PK_PE_RedirectUrl_ID                    
TestSite                                dbo                                     PK_PE_Region_RegionID                   TestSite                                dbo                                     PE_Region                               RegionID                                1                                       56                                      PK_PE_Region_RegionID                   
TestSite                                dbo                                     PK_PE_RemindItem                        TestSite                                dbo                                     PE_RemindItem                           RemindId                                1                                       56                                      PK_PE_RemindItem                        
TestSite                                dbo                                     PK_PE_Role_Field_Permissions            TestSite                                dbo                                     PE_Role_Field_Permissions               FieldName                               3                                       231                                     PK_PE_Role_Field_Permissions            
TestSite                                dbo                                     PK_PE_Role_Field_Permissions            TestSite                                dbo                                     PE_Role_Field_Permissions               ModelID                                 2                                       56                                      PK_PE_Role_Field_Permissions            
TestSite                                dbo                                     PK_PE_Role_Field_Permissions            TestSite                                dbo                                     PE_Role_Field_Permissions               OperateCode                             4                                       56                                      PK_PE_Role_Field_Permissions            
TestSite                                dbo                                     PK_PE_Role_Field_Permissions            TestSite                                dbo                                     PE_Role_Field_Permissions               RoleID                                  1                                       56                                      PK_PE_Role_Field_Permissions            
TestSite                                dbo                                     PK_PE_Role_Node_Permissions             TestSite                                dbo                                     PE_Role_Node_Permissions                NodeID                                  2                                       56                                      PK_PE_Role_Node_Permissions             
TestSite                                dbo                                     PK_PE_Role_Node_Permissions             TestSite                                dbo                                     PE_Role_Node_Permissions                OperateCode                             3                                       56                                      PK_PE_Role_Node_Permissions             
TestSite                                dbo                                     PK_PE_Role_Node_Permissions             TestSite                                dbo                                     PE_Role_Node_Permissions                RoleID                                  1                                       56                                      PK_PE_Role_Node_Permissions             
TestSite                                dbo                                     PK_PE_Role_Special_Permissions          TestSite                                dbo                                     PE_Role_Special_Permissions             OperateCode                             3                                       56                                      PK_PE_Role_Special_Permissions          
TestSite                                dbo                                     PK_PE_Role_Special_Permissions          TestSite                                dbo                                     PE_Role_Special_Permissions             RoleID                                  1                                       56                                      PK_PE_Role_Special_Permissions          
TestSite                                dbo                                     PK_PE_Role_Special_Permissions          TestSite                                dbo                                     PE_Role_Special_Permissions             SpecialID                               2                                       56                                      PK_PE_Role_Special_Permissions          
TestSite                                dbo                                     PK_PE_Roles                             TestSite                                dbo                                     PE_Roles                                RoleID                                  1                                       56                                      PK_PE_Roles                             
TestSite                                dbo                                     PK_PE_Roles_Permissions                 TestSite                                dbo                                     PE_Roles_Permissions                    OperateCode                             2                                       56                                      PK_PE_Roles_Permissions                 
TestSite                                dbo                                     PK_PE_Roles_Permissions                 TestSite                                dbo                                     PE_Roles_Permissions                    RoleID                                  1                                       56                                      PK_PE_Roles_Permissions                 
TestSite                                dbo                                     PK_PE_SendBack                          TestSite                                dbo                                     PE_SendBack                             SendBackID                              1                                       56                                      PK_PE_SendBack                          
TestSite                                dbo                                     PK_PE_SendBackItem                      TestSite                                dbo                                     PE_SendBackItem                         ItemID                                  1                                       56                                      PK_PE_SendBackItem                      
TestSite                                dbo                                     IX_PE_ServiceItem_ClientID              TestSite                                dbo                                     PE_ServiceItem                          ClientID                                1                                       56                                      IX_PE_ServiceItem_ClientID              
TestSite                                dbo                                     IX_PE_ServiceItem_ContacterID           TestSite                                dbo                                     PE_ServiceItem                          ContacterID                             1                                       56                                      IX_PE_ServiceItem_ContacterID           
TestSite                                dbo                                     IX_PE_ServiceItem_OrderID               TestSite                                dbo                                     PE_ServiceItem                          OrderID                                 1                                       56                                      IX_PE_ServiceItem_OrderID               
TestSite                                dbo                                     PK_PE_ServiceItem                       TestSite                                dbo                                     PE_ServiceItem                          ItemID                                  1                                       56                                      PK_PE_ServiceItem                       
TestSite                                dbo                                     IX_PE_ShoppingCarts_CartID              TestSite                                dbo                                     PE_ShoppingCarts                        CartID                                  1                                       231                                     IX_PE_ShoppingCarts_CartID              
TestSite                                dbo                                     IX_PE_ShoppingCarts_PresentID           TestSite                                dbo                                     PE_ShoppingCarts                        IsPresent                               1                                       104                                     IX_PE_ShoppingCarts_PresentID           
TestSite                                dbo                                     IX_PE_ShoppingCarts_ProductID           TestSite                                dbo                                     PE_ShoppingCarts                        ProductID                               1                                       56                                      IX_PE_ShoppingCarts_ProductID           
TestSite                                dbo                                     PK_PE_ShoppingCarts_CartItemID          TestSite                                dbo                                     PE_ShoppingCarts                        CartItemID                              1                                       56                                      PK_PE_ShoppingCarts_CartItemID          
TestSite                                dbo                                     PK_PE_SigninContent                     TestSite                                dbo                                     PE_SigninContent                        GeneralID                               1                                       56                                      PK_PE_SigninContent                     
TestSite                                dbo                                     PK_PE_SigninLog                         TestSite                                dbo                                     PE_SigninLog                            GeneralID                               1                                       56                                      PK_PE_SigninLog                         
TestSite                                dbo                                     PK_PE_SigninLog                         TestSite                                dbo                                     PE_SigninLog                            UserName                                2                                       231                                     PK_PE_SigninLog                         
TestSite                                dbo                                     PE_CopyFrom_PK                          TestSite                                dbo                                     PE_Source                               ID                                      1                                       56                                      PE_CopyFrom_PK                          
TestSite                                dbo                                     PK_PE_SpecialCategory                   TestSite                                dbo                                     PE_SpecialCategory                      SpecialCategoryID                       1                                       56                                      PK_PE_SpecialCategory                   
TestSite                                dbo                                     PK_PE_SpecialInfos                      TestSite                                dbo                                     PE_SpecialInfos                         GeneralID                               3                                       56                                      PK_PE_SpecialInfos                      
TestSite                                dbo                                     PK_PE_SpecialInfos                      TestSite                                dbo                                     PE_SpecialInfos                         SpecialID                               2                                       56                                      PK_PE_SpecialInfos                      
TestSite                                dbo                                     PK_PE_SpecialInfos                      TestSite                                dbo                                     PE_SpecialInfos                         SpecialInfoID                           1                                       56                                      PK_PE_SpecialInfos                      
TestSite                                dbo                                     IX_PE_Specials_SpecialCategoryID        TestSite                                dbo                                     PE_Specials                             SpecialCategoryID                       1                                       56                                      IX_PE_Specials_SpecialCategoryID        
TestSite                                dbo                                     IX_PE_Specials_SpecialIdentifier        TestSite                                dbo                                     PE_Specials                             SpecialIdentifier                       1                                       231                                     IX_PE_Specials_SpecialIdentifier        
TestSite                                dbo                                     PK_PE_Specials_SpecialID                TestSite                                dbo                                     PE_Specials                             SpecialID                               1                                       56                                      PK_PE_Specials_SpecialID                
TestSite                                dbo                                     PK_PE_StatAddress                       TestSite                                dbo                                     PE_StatAddress                          TAddress                                1                                       231                                     PK_PE_StatAddress                       
TestSite                                dbo                                     PK_PE_StatBrowser                       TestSite                                dbo                                     PE_StatBrowser                          TBrowser                                1                                       231                                     PK_PE_StatBrowser                       
TestSite                                dbo                                     PK_PE_StatColor                         TestSite                                dbo                                     PE_StatColor                            TColor                                  1                                       231                                     PK_PE_StatColor                         
TestSite                                dbo                                     PK_PE_StatDay                           TestSite                                dbo                                     PE_StatDay                              TDay                                    1                                       231                                     PK_PE_StatDay                           
TestSite                                dbo                                     PK_PE_StatInfoList                      TestSite                                dbo                                     PE_StatInfoList                         ID                                      1                                       56                                      PK_PE_StatInfoList                      
TestSite                                dbo                                     PK_PE_StatIp                            TestSite                                dbo                                     PE_StatIp                               TIp                                     1                                       231                                     PK_PE_StatIp                            
TestSite                                dbo                                     TIp                                     TestSite                                dbo                                     PE_StatIp                               TIp                                     1                                       231                                     TIp                                     
TestSite                                dbo                                     PK_PE_StatIpInfo                        TestSite                                dbo                                     PE_StatIpInfo                           ID                                      1                                       56                                      PK_PE_StatIpInfo                        
TestSite                                dbo                                     PK_PE_StatKeyword                       TestSite                                dbo                                     PE_StatKeyword                          TKeyword                                1                                       231                                     PK_PE_StatKeyword                       
TestSite                                dbo                                     PK_PE_StatMonth                         TestSite                                dbo                                     PE_StatMonth                            TMonth                                  1                                       231                                     PK_PE_StatMonth                         
TestSite                                dbo                                     PK_PE_StatMozilla                       TestSite                                dbo                                     PE_StatMozilla                          TMozilla                                1                                       231                                     PK_PE_StatMozilla                       
TestSite                                dbo                                     PK_PE_StatOnline                        TestSite                                dbo                                     PE_StatOnline                           ID                                      1                                       56                                      PK_PE_StatOnline                        
TestSite                                dbo                                     PK_PE_StatRefer                         TestSite                                dbo                                     PE_StatRefer                            TRefer                                  1                                       231                                     PK_PE_StatRefer                         
TestSite                                dbo                                     PK_PE_StatScreen                        TestSite                                dbo                                     PE_StatScreen                           TScreen                                 1                                       231                                     PK_PE_StatScreen                        
TestSite                                dbo                                     PK_PE_StatSystem                        TestSite                                dbo                                     PE_StatSystem                           TSystem                                 1                                       231                                     PK_PE_StatSystem                        
TestSite                                dbo                                     PK_PE_StatTimezone                      TestSite                                dbo                                     PE_StatTimezone                         TTimezone                               1                                       231                                     PK_PE_StatTimezone                      
TestSite                                dbo                                     PK_PE_Status_StatusID                   TestSite                                dbo                                     PE_Status                               StatusID                                1                                       56                                      PK_PE_Status_StatusID                   
TestSite                                dbo                                     PK_PE_StatVisit                         TestSite                                dbo                                     PE_StatVisit                            ID                                      1                                       56                                      PK_PE_StatVisit                         
TestSite                                dbo                                     PK_PE_StatVisitor                       TestSite                                dbo                                     PE_StatVisitor                          ID                                      1                                       56                                      PK_PE_StatVisitor                       
TestSite                                dbo                                     PK_PE_StatWeburl                        TestSite                                dbo                                     PE_StatWeburl                           TWeburl                                 1                                       231                                     PK_PE_StatWeburl                        
TestSite                                dbo                                     PK_PE_StatWeek                          TestSite                                dbo                                     PE_StatWeek                             TWeek                                   1                                       231                                     PK_PE_StatWeek                          
TestSite                                dbo                                     PK_PE_StatYear                          TestSite                                dbo                                     PE_StatYear                             TYear                                   1                                       231                                     PK_PE_StatYear                          
TestSite                                dbo                                     PK_PE_Stock                             TestSite                                dbo                                     PE_Stock                                StockID                                 1                                       56                                      PK_PE_Stock                             
TestSite                                dbo                                     PK_PE_StockItem                         TestSite                                dbo                                     PE_StockItem                            ItemID                                  1                                       56                                      PK_PE_StockItem                         
TestSite                                dbo                                     PK_PE_SubscriptionItems                 TestSite                                dbo                                     PE_SubscriptionItems                    Id                                      1                                       56                                      PK_PE_SubscriptionItems                 
TestSite                                dbo                                     IX_PE_Survey_TemplateID                 TestSite                                dbo                                     PE_Survey                               Template                                1                                       231                                     IX_PE_Survey_TemplateID                 
TestSite                                dbo                                     PK_PE_Survey_SurveyID                   TestSite                                dbo                                     PE_Survey                               SurveyID                                1                                       56                                      PK_PE_Survey_SurveyID                   
TestSite                                dbo                                     IX_PE_SurveyVote_SurveyID               TestSite                                dbo                                     PE_SurveyVote                           SurveyID                                1                                       56                                      IX_PE_SurveyVote_SurveyID               
TestSite                                dbo                                     PK_PE_SurveyVote_ID                     TestSite                                dbo                                     PE_SurveyVote                           ID                                      1                                       56                                      PK_PE_SurveyVote_ID                     
TestSite                                dbo                                     IX_PE_Trademark_ProducerID              TestSite                                dbo                                     PE_Trademark                            ProducerID                              1                                       56                                      IX_PE_Trademark_ProducerID              
TestSite                                dbo                                     PK_PE_Trademark_TrademarkID             TestSite                                dbo                                     PE_Trademark                            TrademarkID                             1                                       56                                      PK_PE_Trademark_TrademarkID             
TestSite                                dbo                                     IX_PE_TransferLog_OrderID               TestSite                                dbo                                     PE_TransferLog                          OrderID                                 1                                       56                                      IX_PE_TransferLog_OrderID               
TestSite                                dbo                                     PK_PE_TransferLog_TransferLogID         TestSite                                dbo                                     PE_TransferLog                          TransferLogID                           1                                       56                                      PK_PE_TransferLog_TransferLogID         
TestSite                                dbo                                     PK_PE_U_Announce_ID                     TestSite                                dbo                                     PE_U_Announce                           ID                                      1                                       56                                      PK_PE_U_Announce_ID                     
TestSite                                dbo                                     PK_PE_U_Article_ID                      TestSite                                dbo                                     PE_U_Article                            ID                                      1                                       56                                      PK_PE_U_Article_ID                      
TestSite                                dbo                                     PK_PE_U_Audio                           TestSite                                dbo                                     PE_U_Audio                              ID                                      1                                       56                                      PK_PE_U_Audio                           
TestSite                                dbo                                     PK_PE_U_Book_ID                         TestSite                                dbo                                     PE_U_Book                               ID                                      1                                       56                                      PK_PE_U_Book_ID                         
TestSite                                dbo                                     PK_PE_U_Camera_ID                       TestSite                                dbo                                     PE_U_Camera                             ID                                      1                                       56                                      PK_PE_U_Camera_ID                       
TestSite                                dbo                                     PK_PE_U_Card_ID                         TestSite                                dbo                                     PE_U_Card                               ID                                      1                                       56                                      PK_PE_U_Card_ID                         
TestSite                                dbo                                     PK_PE_U_Clothing_ID                     TestSite                                dbo                                     PE_U_Clothing                           ID                                      1                                       56                                      PK_PE_U_Clothing_ID                     
TestSite                                dbo                                     PK_PE_U_CompanyText                     TestSite                                dbo                                     PE_U_CompanyText                        ID                                      1                                       56                                      PK_PE_U_CompanyText                     
TestSite                                dbo                                     PK_PE_U_Computer_ID                     TestSite                                dbo                                     PE_U_Computer                           ID                                      1                                       56                                      PK_PE_U_Computer_ID                     
TestSite                                dbo                                     PK_PE_U_Cosmetic_ID                     TestSite                                dbo                                     PE_U_Cosmetic                           ID                                      1                                       56                                      PK_PE_U_Cosmetic_ID                     
TestSite                                dbo                                     PK_PE_U_FriendSite_ID                   TestSite                                dbo                                     PE_U_FriendSite                         ID                                      1                                       56                                      PK_PE_U_FriendSite_ID                   
TestSite                                dbo                                     PK_PE_U_GuestBook_ID                    TestSite                                dbo                                     PE_U_GuestBook                          ID                                      1                                       56                                      PK_PE_U_GuestBook_ID                    
TestSite                                dbo                                     PK_PE_U_Mobile_ID                       TestSite                                dbo                                     PE_U_Mobile                             ID                                      1                                       56                                      PK_PE_U_Mobile_ID                       
TestSite                                dbo                                     PK_PE_U_OrderText_ID                    TestSite                                dbo                                     PE_U_OrderText                          ID                                      1                                       56                                      PK_PE_U_OrderText_ID                    
TestSite                                dbo                                     PK_PE_U_Photo_ID                        TestSite                                dbo                                     PE_U_Photo                              ID                                      1                                       56                                      PK_PE_U_Photo_ID                        
TestSite                                dbo                                     PK_PE_U_PortableCom_ID                  TestSite                                dbo                                     PE_U_PortableComputer                   ID                                      1                                       56                                      PK_PE_U_PortableCom_ID                  
TestSite                                dbo                                     PK_PE_U_Product_ID                      TestSite                                dbo                                     PE_U_Product                            ID                                      1                                       56                                      PK_PE_U_Product_ID                      
TestSite                                dbo                                     PK_PE_U_RedirectLink_ID                 TestSite                                dbo                                     PE_U_RedirectLink                       ID                                      1                                       56                                      PK_PE_U_RedirectLink_ID                 
TestSite                                dbo                                     PK_PE_U_Soft_ID                         TestSite                                dbo                                     PE_U_Soft                               ID                                      1                                       56                                      PK_PE_U_Soft_ID                         
TestSite                                dbo                                     PK_PE_U_UserText                        TestSite                                dbo                                     PE_U_UserText                           ID                                      1                                       56                                      PK_PE_U_UserText                        
TestSite                                dbo                                     IX_PE_UserExpLog_OrderID                TestSite                                dbo                                     PE_UserExpLog                           OrderID                                 1                                       56                                      IX_PE_UserExpLog_OrderID                
TestSite                                dbo                                     IX_PE_UserExpLog_UserName               TestSite                                dbo                                     PE_UserExpLog                           UserName                                1                                       231                                     IX_PE_UserExpLog_UserName               
TestSite                                dbo                                     PK_PE_UserExpLog_LogID                  TestSite                                dbo                                     PE_UserExpLog                           LogID                                   1                                       56                                      PK_PE_UserExpLog_LogID                  
TestSite                                dbo                                     PK_PE_UserGroups_GroupID                TestSite                                dbo                                     PE_UserGroups                           GroupID                                 1                                       56                                      PK_PE_UserGroups_GroupID                
TestSite                                dbo                                     IX_PE_Users_UserName                    TestSite                                dbo                                     PE_Users                                UserName                                1                                       231                                     IX_PE_Users_UserName                    
TestSite                                dbo                                     PK_PE_Users_UserID                      TestSite                                dbo                                     PE_Users                                UserID                                  1                                       56                                      PK_PE_Users_UserID                      
TestSite                                dbo                                     PK_PE_ValidLog_LogID                    TestSite                                dbo                                     PE_ValidLog                             LogID                                   1                                       56                                      PK_PE_ValidLog_LogID                    
TestSite                                dbo                                     IX_PE_Version                           TestSite                                dbo                                     PE_Version                              Build                                   3                                       56                                      IX_PE_Version                           
TestSite                                dbo                                     IX_PE_Version                           TestSite                                dbo                                     PE_Version                              Major                                   1                                       56                                      IX_PE_Version                           
TestSite                                dbo                                     IX_PE_Version                           TestSite                                dbo                                     PE_Version                              Minor                                   2                                       56                                      IX_PE_Version                           
TestSite                                dbo                                     IX_PE_Version                           TestSite                                dbo                                     PE_Version                              Revision                                4                                       56                                      IX_PE_Version                           
TestSite                                dbo                                     PK_PE_Version                           TestSite                                dbo                                     PE_Version                              VersionID                               1                                       56                                      PK_PE_Version                           
TestSite                                dbo                                     PK_PE_Vote                              TestSite                                dbo                                     PE_Vote                                 GeneralId                               1                                       56                                      PK_PE_Vote                              
TestSite                                dbo                                     PK_PE_VT_UserVoteTotal                  TestSite                                dbo                                     PE_VT_UserVoteTotal                     Id                                      1                                       56                                      PK_PE_VT_UserVoteTotal                  
TestSite                                dbo                                     PK_PE_VT_Vote                           TestSite                                dbo                                     PE_VT_Vote                              Id                                      1                                       56                                      PK_PE_VT_Vote                           
TestSite                                dbo                                     PK_PE_VT_VoteItem                       TestSite                                dbo                                     PE_VT_VoteItem                          Id                                      1                                       56                                      PK_PE_VT_VoteItem                       
TestSite                                dbo                                     PK_PE_WordReplaceItem_ItemID            TestSite                                dbo                                     PE_WordReplaceItem                      ItemID                                  1                                       56                                      PK_PE_WordReplaceItem_ItemID            
TestSite                                dbo                                     PK_PE_Work                              TestSite                                dbo                                     PE_Work                                 WorkID                                  1                                       56                                      PK_PE_Work                              
TestSite                                dbo                                     PK_PE_WorkCategory                      TestSite                                dbo                                     PE_WorkCategory                         ID                                      1                                       56                                      PK_PE_WorkCategory                      
TestSite                                dbo                                     PK_PE_WorkCategoryCustomForm            TestSite                                dbo                                     PE_WorkCategoryCustomForm               ID                                      1                                       56                                      PK_PE_WorkCategoryCustomForm            
TestSite                                dbo                                     PK_PE_WorkFlows_FlowID                  TestSite                                dbo                                     PE_WorkFlows                            FlowID                                  1                                       56                                      PK_PE_WorkFlows_FlowID                  
TestSite                                dbo                                     PK_PE_WorkNextProcessRoles              TestSite                                dbo                                     PE_WorkNextProcessRoles                 RoleID                                  2                                       56                                      PK_PE_WorkNextProcessRoles              
TestSite                                dbo                                     PK_PE_WorkNextProcessRoles              TestSite                                dbo                                     PE_WorkNextProcessRoles                 WorkID                                  1                                       56                                      PK_PE_WorkNextProcessRoles              
TestSite                                dbo                                     PK_PE_Zone_Advertisement                TestSite                                dbo                                     PE_Zone_Advertisement                   ADID                                    2                                       56                                      PK_PE_Zone_Advertisement                
TestSite                                dbo                                     PK_PE_Zone_Advertisement                TestSite                                dbo                                     PE_Zone_Advertisement                   ZoneID                                  1                                       56                                      PK_PE_Zone_Advertisement                
